time,T_core_delta,T_core_inlet,T_core_outlet,T_inlet,T_outlet,Tavg_core_fuel,Tavg_fuel,Tavg_mod,Tmax_core_fuel,Tmax_fuel,Tmax_mod,area_pp_downcomer_inlet,core_vol,loop_vol,mfr_core_inlet,mfr_core_outlet,power_avg,power_fuel_total,power_ghrap_total,power_total,power_total_2,pressure_core_delta,pressure_inlet,pressure_outlet,v_core_inlet,v_core_outlet,vfr_downcomer,vfr_pump
0,0,0,0,0,0,908.14999999997,908.14999999998,908.14999999997,908.15,908.15,908.15,0.19677333595724,2.2248832002262,1.0166099924555,0,0,3049765.9999999,9514839.3788162,370956.3494556,9999999.2733822,9885795.7282718,0,0,0,0,0,0,0
